Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
,Thailand,15.0,101.0,4,4,3,2,2,2,1,2,2,1,1,2,2,0,0,1,1,1,2,2,1,0,2,3,4,3,3,2,2,4,4,2,1,1,2,2,2,1,2,4,4,2,2,4,5,3,2,4,5,4,3,4,5,4,3,1,2,2,2,2,2,2,3,3,2,1,2,3,3,3,3,3,3,3,2,1,3,4,5
,Japan,36.0,138.0,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,2,1,1,2,1,2,0,1,1,0,0,1,2,3,0,0,1,2,3,1,1,1,1,0,1,1,1,1,1,3,1,1,1,0,1,2,1,1,1,1,2,1,1,2
,Singapore,1.2833,103.8333,5,4,4,6,5,5,4,4,4,4,3,2,4,4,4,3,4,3,4,4,4,4,4,5,4,4,3,3,3,3,5,5,6,6,4,4,5,6,4,3,3,3,4,4,4,2,2,4,4,5,6,6,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,2,2,3,3,4,3,4,4,5,5,4,3
,Nepal,28.1667,84.25,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Malaysia,2.5,112.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
British Columbia,Canada,49.2827,-123.1207,3,3,2,4,3,4,2,4,3,1,4,3,3,2,2,4,3,2,4,2,2,4,3,3,2,2,3,3,1,3,2,3,5,2,1,2,1,1,2,2,1,1,1,0,2,2,2,2,1,1,1,1,1,2,4,3,1,1,2,3,3,1,2,3,2,2,1,1,1,1,3,4,2,2,4,2,1,1,1
New South Wales,Australia,-33.8688,151.2093,5,4,4,4,7,3,3,5,4,4,7,5,3,2,2,2,6,5,2,2,2,3,5,3,3,3,4,3,4,3,4,4,4,4,6,3,4,6,7,12,4,3,3,3,3,2,3,1,3,4,4,2,3,3,3,3,4,4,4,3,3,4,4,4,6,4,5,4,3,2,2,2,3,7,6,5,3,2,2
Victoria,Australia,-37.8136,144.9631,2,2,1,5,5,2,3,4,2,5,5,4,2,2,3,5,4,2,2,3,3,6,5,3,2,2,2,2,1,2,4,3,4,6,4,3,2,2,4,5,3,2,3,3,2,4,3,2,2,7,4,4,3,2,1,3,4,4,3,1,3,5,3,1,2,4,4,3,3,1,2,4,6,6,3,2,3,4,3
Queensland,Australia,-28.0167,153.4,3,3,2,3,4,3,2,2,2,3,4,6,6,4,2,2,3,3,2,4,4,4,5,4,3,3,3,2,3,2,2,3,4,4,7,6,4,2,3,3,2,2,3,3,3,2,2,3,2,4,4,3,5,5,3,4,2,2,2,4,3,2,3,4,4,3,6,6,6,6,7,7,6,6,8,8,6,5,3
,Cambodia,11.55,104.9167,4,3,3,3,3,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,3,2,4,3,2,2,1,2,2,1,2,2,1,2,1,4,3,2,3,3,3,3,2,2,4,4,3,4,4,4,2,1,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3,3,4,3,3,2,3,3
,Sri Lanka,7.0,81.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
,Germany,51.0,9.0,0,3,4,3,1,2,2,3,4,4,2,5,3,6,5,1,3,3,1,1,0,0,0,1,1,2,4,6,4,5,5,5,5,4,3,2,1,1,2,7,8,7,5,4,2,4,7,5,6,5,5,5,6,6,4,5,4,3,4,5,5,2,2,2,2,3,3,4,3,5,4,6,5,1,3,1,1,1,0
,Finland,64.0,26.0,3,5,5,4,3,3,4,5,5,3,4,4,3,4,4,2,3,2,3,4,7,4,3,4,3,2,3,4,3,4,4,5,3,5,2,3,4,2,3,4,6,5,3,2,2,3,5,5,4,3,2,6,5,4,5,2,1,1,1,1,2,2,2,4,4,3,2,4,5,3,2,1,4,4,5,4,4,3,3
,United Arab Emirates,24.0,54.0,2,2,2,3,6,5,4,1,2,5,6,8,4,4,5,2,2,1,2,3,3,2,5,4,2,7,7,4,2,1,2,2,2,4,3,2,2,2,2,4,3,6,8,6,4,3,2,2,2,2,2,4,3,2,2,3,6,7,4,3,2,2,5,6,4,2,1,3,3,3,3,2,3,3,4,4,4,4,4
,Philippines,13.0,122.0,8,9,9,8,10,10,7,5,5,4,4,3,3,4,6,5,3,4,6,6,7,7,5,4,4,1,2,2,2,3,7,8,8,8,5,6,8,5,4,9,10,8,5,4,5,4,4,6,9,10,10,10,9,7,6,5,4,7,7,5,3,4,5,4,5,5,3,2,3,2,4,5,4,2,3,5,7,5,4
,India,21.0,78.0,3,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,3,2,2,2,2,3,2,2,2,2,3,4,3,2,2,1,1,1,1,1,2,1,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,3,2,3
,Italy,43.0,12.0,1,0,1,1,2,2,0,1,0,1,2,2,0,0,0,1,0,2,3,4,2,0,0,1,2,1,1,4,2,1,2,2,2,1,4,5,5,1,0,2,4,4,1,2,3,1,0,1,1,1,2,1,0,1,1,4,6,3,3,3,5,6,2,1,2,3,2,3,1,2,0,1,1,1,4,1,0,2,0
,Sweden,63.0,16.0,4,5,5,6,3,1,3,4,4,1,4,2,2,4,2,2,2,1,4,4,7,6,3,4,3,3,2,1,4,2,3,2,4,2,1,4,1,2,3,4,4,2,1,2,1,3,4,4,3,1,4,3,3,4,3,1,0,1,2,1,2,3,3,3,2,1,1,5,3,1,1,2,5,3,5,3,4,2,4
,Spain,40.0,-4.0,1,0,1,2,1,0,0,0,1,3,1,0,0,1,1,2,3,2,6,8,9,4,2,2,2,3,3,6,4,3,4,4,1,1,1,2,2,2,2,1,2,1,1,3,1,1,2,3,3,2,1,2,1,1,1,3,2,2,1,7,8,11,8,6,7,7,3,2,3,1,1,2,2,1,3,4,4,3,4
South Australia,Australia,-34.9285,138.6007,2,2,4,6,4,3,3,3,3,4,4,3,2,2,4,5,4,3,4,5,2,5,7,3,2,2,3,2,2,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,3,1,6,4,3,4,3,2,2,2,4,3,3,1,3,5,4,2,3,4,3,4,4,3,2,3,5,5,3,3,3,3,5
,Belgium,50.8333,4.0,2,4,7,4,3,4,5,5,7,4,5,7,6,11,9,5,6,4,3,1,1,1,2,1,1,5,7,8,6,7,7,7,7,6,7,1,1,4,5,13,12,10,7,8,5,9,14,9,8,6,9,6,10,10,7,7,7,5,7,10,7,5,4,4,4,6,4,7,5,9,8,8,6,4,6,1,3,3,1
,Egypt,26.0,30.0,2,3,4,4,2,2,4,2,3,4,2,1,2,2,2,4,4,4,3,2,5,4,2,3,3,2,1,3,3,2,4,3,2,3,3,2,3,5,4,4,5,3,1,2,2,2,4,3,3,4,1,2,3,2,5,4,1,1,2,4,4,3,2,2,4,6,3,1,3,4,4,10,9,5,2,2,4,4,2
From Diamond Princess,Australia,35.4437,139.638,3,2,2,4,6,3,3,3,4,4,3,3,2,2,3,3,4,7,3,2,5,2,2,2,4,3,5,8,4,3,7,5,3,4,3,5,9,2,4,6,3,4,5,4,2,3,2,7,5,2,2,4,8,4,2,3,5,7,3,2,4,5,3,3,5,4,4,6,6,4,4,4,4,6,3,7,5,3,5
,Lebanon,33.8547,35.8623,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,2,1,1,3,2,1,1,2,2,1,1,1,1,1,2,6,2,1,1,1,1,2,3,7,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,4,3,1,1,1,2,3,3
,Iraq,33.0,44.0,2,2,2,3,2,1,2,5,2,3,7,4,2,4,3,2,6,2,1,1,2,3,2,5,3,5,3,1,3,1,5,4,2,2,2,3,3,3,5,4,5,3,2,6,4,2,3,4,2,3,4,1,5,3,4,4,5,1,1,2,4,4,3,4,2,6,5,4,4,1,3,4,7,6,2,1,4,6,3
,Oman,21.0,57.0,2,1,2,3,3,2,5,2,4,5,7,8,4,4,5,3,1,2,2,1,1,3,4,1,1,5,7,4,1,2,3,2,2,3,4,1,1,2,3,4,3,3,5,6,4,3,2,3,3,2,3,3,3,3,3,4,3,5,5,3,2,2,3,6,5,2,3,2,3,3,4,2,3,3,4,4,3,4,3
,Afghanistan,33.0,65.0,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
,Bahrain,26.0275,50.55,6,3,4,5,6,7,5,2,4,3,9,9,5,7,7,3,2,5,4,6,3,5,7,4,3,10,9,5,3,4,2,3,7,5,4,2,1,4,6,6,8,10,10,8,5,4,2,5,3,4,5,5,2,2,3,6,7,6,6,3,5,7,8,7,6,3,5,3,5,4,2,2,4,6,5,3,4,6,5
,Kuwait,29.5,47.75,4,2,3,3,3,2,1,4,3,4,7,6,2,6,4,1,5,4,2,2,2,5,3,2,4,8,5,2,4,3,3,4,1,3,2,2,2,4,3,3,5,4,4,1,2,3,3,6,3,5,5,2,3,3,4,6,7,4,3,3,3,4,5,5,3,3,4,4,4,2,2,2,5,4,3,2,3,6,4
,Algeria,28.0339,1.6596,5,5,6,5,5,7,8,6,3,4,2,4,3,3,5,5,6,5,2,8,6,4,2,2,2,4,5,5,5,4,5,5,6,7,5,3,6,6,5,6,7,4,3,2,4,6,7,6,6,6,6,6,7,8,6,4,3,4,5,4,3,3,4,3,2,3,8,6,5,5,7,8,4,4,4,6,2,5,6
,Croatia,45.1,15.2,1,0,1,0,2,1,1,1,1,2,1,1,1,2,1,1,0,1,2,3,1,1,1,1,1,0,0,5,1,1,4,3,3,3,3,5,3,1,0,3,7,3,1,2,2,1,1,3,1,1,1,1,1,3,2,3,3,2,2,3,3,4,2,2,1,2,2,2,1,1,1,2,1,3,3,1,1,1,0
,Switzerland,46.8182,8.2275,1,1,1,1,0,1,1,1,1,1,0,1,1,2,2,1,1,1,1,2,2,1,2,1,1,0,1,2,2,1,1,1,1,2,3,2,1,1,1,2,3,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1
,Austria,47.5162,14.5501,0,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0
,Israel,31.0,35.0,1,1,3,5,4,1,4,6,7,3,1,1,2,2,2,2,3,5,4,4,6,3,2,6,1,1,1,2,3,1,4,3,1,2,2,0,2,4,8,5,2,2,1,1,2,2,2,1,3,5,3,2,3,2,3,6,2,1,1,4,6,2,1,2,2,3,2,2,2,3,1,6,6,6,0,1,5,5,5
,Pakistan,30.3753,69.3451,2,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,1,1,2,2,3,2,2,1,1,2,4,3,1,1,1,1,2,1,2,2,1,1,1,2,2,2,3,2,2,2,1,3,2,2,1,1,2,1,2,2
,Brazil,-14.235,-51.9253,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,2,1,0,1,1,1,1,1,1,1,1,2,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Georgia,42.3154,43.3569,1,2,1,4,1,2,3,1,2,2,1,0,2,1,1,4,3,0,3,2,2,2,1,4,1,1,1,2,1,1,3,2,1,0,1,2,2,1,2,2,1,2,1,1,2,4,1,3,4,2,0,2,2,1,1,3,2,2,2,3,2,1,1,2,3,4,4,2,4,4,1,1,3,2,1,2,1,3,2
,Greece,39.0742,21.8243,1,1,1,1,2,3,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,2,2,2,2,1,1,1,2,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,5,2,1,1,2,2,2,1,2,2,2,1,1,0,1,1,1,1,3,1,1,1
,North Macedonia,41.6086,21.7453,2,1,0,1,4,5,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,4,5,2,1,0,1,1,1,1,1,3,0,0,1,1,3,2,2,0,1,1,2,3,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1
,Norway,60.472,8.4689,5,5,7,5,3,2,3,7,3,1,4,4,3,4,3,5,2,2,3,5,8,4,5,6,4,2,2,1,1,1,1,3,3,1,1,4,3,1,2,6,5,3,4,2,1,2,6,7,5,2,3,5,5,3,2,2,1,1,2,2,2,1,1,1,2,1,1,3,2,2,4,3,2,2,4,2,5,4,2
,Romania,45.9432,24.9668,4,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,0,1,0,1,1,3,3,3,3,4,5,2,3,3,4,1,0,1,4,5,3,1,1,0,0,1,1,1,1,2,3,7,1,1,3,2,2,1,2,2,2,2,1,1,1,0,1,3,1,2,2,1,1,1,1,1
,Estonia,58.5953,25.0136,4,5,8,5,3,3,4,8,4,2,3,7,4,5,8,6,5,5,5,5,6,5,4,4,4,5,2,3,4,3,3,4,5,5,2,4,5,3,2,6,9,6,4,4,2,5,7,10,8,5,2,6,9,7,5,2,3,5,2,3,5,3,3,5,3,2,2,1,3,4,5,6,6,4,5,6,3,7,4
,San Marino,43.9424,12.4578,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,4,4,2,1,1,1,1,1,1,5,4,1,1,2,1,2,6,7,4,1,1,1,7,8,2,2,2,1,1,2,2,1,1,1,1,2,2,3,6,4,3,3,3,6,3,3,2,3,2,2,2,2,2,2,1,2,3,2,1,1,1
,Belarus,53.7098,27.9534,6,5,4,6,4,3,2,4,4,3,4,6,5,3,6,5,2,4,2,4,7,7,6,7,6,4,2,3,4,4,3,3,7,7,3,4,7,6,4,4,9,5,5,6,2,2,7,7,5,5,2,4,6,8,5,4,3,4,5,4,7,5,4,4,3,2,2,2,2,2,6,8,8,8,5,6,3,5,5
,Iceland,64.9631,-19.0208,11,5,4,11,11,7,10,13,12,11,8,2,8,10,4,6,3,4,15,12,8,13,15,6,11,7,6,3,2,3,4,2,2,2,7,11,12,12,5,2,8,4,4,5,16,7,5,7,5,6,5,6,3,6,5,3,8,9,10,5,13,11,5,4,2,3,7,7,8,11,10,6,3,4,7,7,1,6,3
,Lithuania,55.1694,23.8813,5,6,6,6,4,4,3,5,4,3,4,7,4,4,5,5,3,4,3,5,7,6,5,7,5,4,2,4,3,3,2,4,8,5,2,4,6,3,3,5,9,6,7,6,1,3,7,7,6,6,3,6,8,8,5,3,3,5,5,4,5,3,3,3,2,3,2,1,2,3,8,8,8,7,4,6,3,6,5
,Mexico,23.6345,-102.5528,5,7,8,4,1,1,1,3,3,3,6,1,2,1,1,1,4,3,1,3,4,4,3,1,2,2,2,2,3,4,6,2,2,4,7,9,11,6,2,3,4,6,6,7,3,4,3,1,1,1,3,2,5,2,4,4,3,4,2,1,3,5,6,10,7,3,6,3,3,2,2,2,2,3,2,3,2,3,4
,New Zealand,-40.9006,174.886,7,7,4,3,8,11,5,3,4,4,8,9,7,6,5,5,4,4,5,3,2,6,6,4,7,6,7,6,8,6,10,7,9,8,10,6,5,3,8,2,2,4,3,6,3,2,5,6,4,5,2,7,7,7,2,2,2,5,6,7,2,3,6,8,6,3,3,4,6,7,7,5,2,2,2,6,12,4,8
,Nigeria,9.082,8.6753,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2
Western Australia,Australia,-31.9505,115.8605,5,6,7,5,4,4,3,5,7,5,5,4,4,4,5,4,4,5,5,4,6,5,4,4,4,4,4,4,4,6,5,5,5,6,5,3,2,2,5,6,5,5,4,4,4,4,5,5,6,3,3,5,3,3,5,4,5,8,6,3,6,7,4,3,2,4,3,3,5,4,4,5,6,4,3,3,5,5,3
,Ireland,53.1424,-7.6921,3,7,4,4,6,8,9,3,3,6,8,4,10,6,7,8,4,0,2,2,1,1,1,2,5,6,6,6,6,6,8,8,7,7,5,2,4,7,10,12,10,9,5,4,7,10,11,9,7,7,8,10,9,4,8,7,6,4,6,11,8,6,4,1,2,5,8,8,8,8,8,9,5,6,6,6,6,3,3
,Luxembourg,49.8153,6.1296,1,2,5,3,1,1,2,2,4,4,1,4,3,6,5,2,4,3,2,2,1,1,2,0,0,1,5,7,5,4,5,6,5,5,6,1,1,2,2,8,11,8,6,5,4,4,9,6,6,5,6,4,6,9,5,6,6,5,4,6,6,3,3,3,3,5,3,5,3,7,7,6,5,2,3,1,1,1,1
,Monaco,43.7333,7.4167,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,6,5,4,4,3,2,1,3,6,4,1,1,3,2,2,5,2,2,2,2,2,8,8,2,3,3,1,1,4,2,2,2,2,1,2,1,2,8,5,3,1,4,4,2,3,2,2,2,2,2,2,2,1,2,1,3,4,2,1,2
,Qatar,25.3548,51.1839,5,2,3,5,5,5,4,1,2,2,7,7,3,5,4,2,2,3,3,5,3,4,6,4,2,7,7,4,1,3,2,2,5,4,3,2,1,2,5,3,7,8,8,6,4,4,2,4,3,3,5,5,3,3,4,5,6,5,5,2,3,5,7,6,5,2,3,2,5,3,1,1,3,4,5,2,3,5,4
,Ecuador,-1.8312,-78.1834,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Azerbaijan,40.1431,47.5769,1,1,3,2,2,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,5,2,2,1,1,1,2,1,2,2,2,5,2,3,3,4,6,1,2,2,3,4,1,1,2,1,1,1,1,2,1,1,7,1,1,3,4,3,3,1,1,1,2,2,1,1,1,1,1,3,2,2,2,4,2,1
,Armenia,40.0691,45.0382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,3,2,3,4,3,1,3,1,2,2,2,1,1,2,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1
,Dominican Republic,18.7357,-70.1627,1,1,2,2,1,2,2,1,1,2,3,3,2,2,3,2,2,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,3,3,2,1,1,1,3,3,3,3,3
,Indonesia,-0.7893,113.9213,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Portugal,39.3999,-8.2245,1,1,1,2,2,1,1,1,2,2,2,1,1,3,4,5,0,3,4,6,4,3,3,2,1,1,3,2,2,2,3,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,2,2,2,3,4,2,1,4,4,5,3,2,5,5,1,2,3,1,1,2,2,1,3,5,4,4,2
,Andorra,42.5063,1.5218,1,0,1,2,2,1,2,1,1,2,2,1,0,1,1,1,1,1,4,3,2,1,1,0,1,0,0,0,1,1,1,1,1,1,3,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,3,1,3,2,1,1,1,0,1,1,1,0,1
Tasmania,Australia,-41.4545,145.9707,3,2,1,3,2,1,1,1,2,3,5,2,2,2,3,2,1,2,1,1,1,2,3,4,2,2,2,2,2,1,1,2,3,4,2,1,1,1,1,2,3,1,1,1,2,1,1,1,1,2,3,2,1,1,1,1,3,4,3,2,1,4,2,2,1,3,1,0,1,1,1,1,2,2,1,1,1,1,1
,Latvia,56.8796,24.6032,4,4,5,5,3,4,3,6,3,2,3,6,3,4,6,5,3,4,4,4,6,6,4,5,4,4,2,4,3,2,3,4,6,5,2,3,4,3,3,5,8,5,4,4,2,4,7,9,7,5,3,6,8,7,4,3,4,2,3,3,5,3,2,5,2,2,2,1,3,3,6,7,6,6,4,5,3,6,4
,Morocco,31.7917,-7.0926,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
,Saudi Arabia,24.0,45.0,3,4,4,3,3,3,3,4,2,4,4,3,2,3,2,3,6,4,3,3,4,4,4,2,3,4,1,2,4,3,3,4,2,3,5,5,5,4,3,2,3,4,3,2,2,2,5,4,6,6,5,2,4,5,7,6,4,1,1,4,3,4,2,2,2,4,4,4,3,2,3,4,7,5,3,2,5,5,2
,Senegal,14.4974,-14.4524,6,5,5,5,5,4,4,4,4,5,5,4,5,5,4,4,5,5,4,2,2,3,3,4,4,5,5,4,4,5,5,4,2,3,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,3,3,3,4,4,5,7,6,4,4,4,4,4,4,4,3,2,1,2,3,3,3,4,4,4,5,4,3,3,3
,Argentina,-38.4161,-63.6167,5,4,4,5,6,4,5,5,3,5,4,4,4,6,6,6,3,5,3,4,6,4,2,6,3,4,6,4,6,3,4,4,5,4,5,4,5,5,4,5,3,3,5,8,3,4,4,3,5,3,6,4,3,3,6,7,4,4,4,4,2,3,7,5,4,4,3,4,4,5,5,5,4,4,4,2,5,5,3
,Chile,-35.6751,-71.543,2,2,1,2,3,3,2,2,3,2,3,2,1,2,3,5,2,1,1,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,1,2,2,2,3,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1
,Jordan,31.24,36.51,1,2,3,5,6,3,3,6,6,4,4,3,4,2,3,3,3,5,5,4,6,4,4,8,2,1,2,2,5,3,7,6,2,3,3,2,2,6,11,7,5,3,3,2,4,4,3,2,5,5,5,3,4,2,3,7,5,2,2,5,9,3,2,4,2,7,6,2,3,2,2,7,8,8,2,2,5,9,6
,Ukraine,48.3794,31.1656,7,3,1,2,2,4,2,1,2,2,4,4,3,1,3,3,2,1,1,4,5,6,7,4,3,2,2,1,5,6,4,3,4,4,4,8,6,7,4,2,9,4,7,5,4,2,2,6,4,2,2,1,2,5,9,4,4,3,3,1,6,8,4,5,2,2,4,2,2,5,5,5,4,6,5,2,4,2,2
,Hungary,47.1625,19.5033,2,2,1,4,7,1,1,1,2,2,3,1,1,2,2,1,2,2,1,1,2,3,1,1,1,2,2,4,4,5,5,4,5,7,8,9,5,4,1,3,7,6,5,4,4,2,3,3,4,2,4,6,3,5,6,5,4,5,7,4,5,5,3,4,2,4,4,2,1,2,4,3,4,4,5,4,1,1,1
Northern Territory,Australia,-12.4634,130.8456,2,2,2,2,2,3,2,3,5,5,4,3,2,2,2,3,4,4,5,5,6,6,5,5,4,4,5,6,6,6,5,5,5,5,4,3,2,3,5,5,6,5,5,6,5,5,5,4,4,3,5,4,6,7,7,7,8,8,6,3,2,3,6,5,3,3,2,3,2,2,3,3,4,4,3,3,2,2,4
,Liechtenstein,47.14,9.55,1,1,1,1,1,1,1,2,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,0,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,0,1,1,1,1,0,2,1,1,1,1
,Poland,51.9194,19.1451,5,4,5,8,5,3,2,5,4,6,5,5,5,5,6,3,4,3,2,3,6,6,3,4,3,2,3,6,8,7,8,6,8,4,5,6,6,3,3,6,12,9,9,6,3,3,9,7,7,6,4,7,8,6,8,6,5,5,4,7,6,3,5,4,3,5,5,4,3,5,8,8,7,5,5,6,1,3,3
,Tunisia,34.0,9.0,1,1,3,1,1,1,1,1,2,3,3,2,3,1,2,1,2,1,1,5,7,7,5,2,1,2,2,1,2,1,1,1,1,2,3,4,4,2,3,1,2,4,1,1,1,2,2,2,1,1,1,1,1,1,3,3,1,2,2,2,2,4,5,5,2,2,4,3,3,4,1,2,2,2,4,8,11,8,6
,Bosnia and Herzegovina,43.9159,17.6791,1,0,0,0,3,2,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,2,1,1,2,1,1,1,2,5,3,1,0,1,3,2,1,1,2,1,0,1,1,1,2,1,1,1,1,2,2,1,2,1,2,3,2,1,1,2,1,1,0,1,0,1,1,1,2,0,1,1,0
,Slovenia,46.1512,14.9955,0,1,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,3,0,1,3,3,2,1,2,3,1,0,0,3,4,1,0,1,1,0,2,3,1,1,1,1,1,2,1,2,1,1,2,3,2,2,1,0,1,1,1,0,0,1,1,2,1,1,1,0,1,1,0
